Time Period Start,Time Period End,Time Open,Time Close,Price Open,Price High,Price Low,Price Close,Volume Traded,Trades Count
2020-09-14T00:00:00.0000000Z,2020-09-21T00:00:00.0000000Z,2020-09-14T00:00:09.2721650Z,2020-09-20T23:59:54.5733540Z,48.19,50.36,46.2,47.09,1273045.18,91528
2020-09-07T00:00:00.0000000Z,2020-09-14T00:00:00.0000000Z,2020-09-07T00:00:00.0328550Z,2020-09-13T23:59:53.2888870Z,47.94,51.34,45.2,48.18,1552343.416,102278
2020-08-31T00:00:00.0000000Z,2020-09-07T00:00:00.0000000Z,2020-08-31T00:00:04.0010000Z,2020-09-06T23:59:50.5490000Z,62.88,64.38,45.08,47.92,3114900.928,209600
2020-08-24T00:00:00.0000000Z,2020-08-31T00:00:00.0000000Z,2020-08-24T00:00:05.4524150Z,2020-08-30T23:59:54.2540000Z,60.61,63.04,53.7,62.91,1673061.507,133079
2020-08-17T00:00:00.0000000Z,2020-08-24T00:00:00.0000000Z,2020-08-17T00:00:01.3308240Z,2020-08-23T23:59:52.9610000Z,63.94,69,57.74,60.59,3393629.717,258910
2020-08-10T00:00:00.0000000Z,2020-08-17T00:00:00.0000000Z,2020-08-10T00:00:00.7407830Z,2020-08-16T23:59:51.7577090Z,56.97,65,51.5,63.91,2697787.047,210803
2020-08-03T00:00:00.0000000Z,2020-08-10T00:00:00.0000000Z,2020-08-03T00:00:12.0593360Z,2020-08-09T23:59:51.6780000Z,56.8,61.11,54.69,57.01,2065224.683,160968
2020-07-27T00:00:00.0000000Z,2020-08-03T00:00:00.0000000Z,2020-07-27T00:00:02.3130000Z,2020-08-02T23:59:52.2420000Z,48.14,65.32,46.93,56.78,4540952.252,307789
2020-07-20T00:00:00.0000000Z,2020-07-27T00:00:00.0000000Z,2020-07-20T00:00:06.7824610Z,2020-07-26T23:59:58.2031500Z,42.69,50.86,41.3,48.14,1808660.899,125456
2020-07-13T00:00:00.0000000Z,2020-07-20T00:00:00.0000000Z,2020-07-13T00:00:09.2750000Z,2020-07-19T23:59:59.1600000Z,44.78,45.58,40.81,42.67,1120958.893,71471
2020-07-06T00:00:00.0000000Z,2020-07-13T00:00:00.0000000Z,2020-07-06T00:00:05.0078270Z,2020-07-12T23:59:54.2971320Z,41.59,46.33,41.52,44.71,1283879.775,78777
2020-06-29T00:00:00.0000000Z,2020-07-06T00:00:00.0000000Z,2020-06-29T00:00:08.7170920Z,2020-07-05T23:59:57.4508050Z,41.34,42.26,40.32,41.59,913776.2103,63939
2020-06-22T00:00:00.0000000Z,2020-06-29T00:00:00.0000000Z,2020-06-22T00:00:07.9680000Z,2020-06-28T23:59:59.6063460Z,42.99,44.66,39.16,41.32,1105510.897,72288
2020-06-15T00:00:00.0000000Z,2020-06-22T00:00:00.0000000Z,2020-06-15T00:00:05.5450000Z,2020-06-21T23:59:46.2618060Z,44.03,45.05,41.68,42.96,915744.838,63282
2020-06-08T00:00:00.0000000Z,2020-06-15T00:00:00.0000000Z,2020-06-08T00:00:00.9162520Z,2020-06-14T23:59:53.2295950Z,46.64,47.22,20,43.99,1263318.893,77915
2020-06-01T00:00:00.0000000Z,2020-06-08T00:00:00.0000000Z,2020-06-01T00:00:07.0330000Z,2020-06-07T23:59:16.9640000Z,45.59,49.93,44.06,46.63,1557327.637,98729
2020-05-25T00:00:00.0000000Z,2020-06-01T00:00:00.0000000Z,2020-05-25T00:00:00.3463580Z,2020-05-31T23:59:41.8592750Z,42.08,48.23,41.7,45.6,1163661.851,71331
2020-05-18T00:00:00.0000000Z,2020-05-25T00:00:00.0000000Z,2020-05-18T00:00:43.9946580Z,2020-05-24T23:59:58.0770000Z,43.7,47.5,41.52,42.1,1612723.236,87931
2020-05-11T00:00:00.0000000Z,2020-05-18T00:00:00.0000000Z,2020-05-11T00:00:00.7402410Z,2020-05-17T23:59:41.0691000Z,42.1,44.5,39.34,43.69,1639159.046,94799
2020-05-04T00:00:00.0000000Z,2020-05-11T00:00:00.0000000Z,2020-05-04T00:00:00.5692440Z,2020-05-10T23:59:51.8470000Z,48.16,49.12,36.99,42.18,2427947.847,152067
2020-04-27T00:00:00.0000000Z,2020-05-04T00:00:00.0000000Z,2020-04-27T00:00:04.5350000Z,2020-05-03T23:59:30.3322660Z,44.64,50.96,43.19,48.15,2340714.803,152845
2020-04-20T00:00:00.0000000Z,2020-04-27T00:00:00.0000000Z,2020-04-20T00:00:04.1974200Z,2020-04-26T23:59:56.7888850Z,42.3,45.66,39.53,44.63,1613570.145,115818
2020-04-13T00:00:00.0000000Z,2020-04-20T00:00:00.0000000Z,2020-04-13T00:00:07.8151390Z,2020-04-19T23:59:56.5587950Z,42,44.92,37.17,42.28,1717387.761,102821
2020-04-06T00:00:00.0000000Z,2020-04-13T00:00:00.0000000Z,2020-04-06T00:00:43.2133580Z,2020-04-12T23:59:57.5828870Z,40.37,47.73,40.37,42.04,2864565.215,141539
2020-03-30T00:00:00.0000000Z,2020-04-06T00:00:00.0000000Z,2020-03-30T00:00:06.9270620Z,2020-04-05T23:59:21.3717180Z,37.1,43.04,37.1,40.38,1449881.508,82387
2020-03-23T00:00:00.0000000Z,2020-03-30T00:00:00.0000000Z,2020-03-23T00:00:08.4020170Z,2020-03-29T23:59:54.2869450Z,35.44,41.43,34.51,37.11,2556855.36,131347
2020-03-16T00:00:00.0000000Z,2020-03-23T00:00:00.0000000Z,2020-03-16T00:00:04.6503980Z,2020-03-22T23:59:42.0999310Z,36.23,44,29.17,35.45,4944306.802,253139
2020-03-09T00:00:00.0000000Z,2020-03-16T00:00:00.0000000Z,2020-03-09T00:00:00.6069140Z,2020-03-15T23:59:58.5876260Z,51.11,52.53,24.18,36.24,6385957.209,399901
2020-03-02T00:00:00.0000000Z,2020-03-09T00:00:00.0000000Z,2020-03-02T00:00:08.8342450Z,2020-03-08T23:59:59.5836160Z,57.64,63.99,50.22,51.15,1833864.696,122302
2020-02-24T00:00:00.0000000Z,2020-03-02T00:00:00.0000000Z,2020-02-24T00:00:01.8214800Z,2020-03-01T23:59:59.2750000Z,79.79,80.04,56.05,57.71,2572269.975,178205
2020-02-17T00:00:00.0000000Z,2020-02-24T00:00:00.0000000Z,2020-02-17T00:00:00.3060000Z,2020-02-23T23:59:58.8243560Z,74.74,80.75,63.5,79.8,2043472.916,145546
2020-02-10T00:00:00.0000000Z,2020-02-17T00:00:00.0000000Z,2020-02-10T00:00:00.1900000Z,2020-02-16T23:59:59.8637290Z,77.14,84.5,67.17,74.7,2416893.997,181793
2020-02-03T00:00:00.0000000Z,2020-02-10T00:00:00.0000000Z,2020-02-03T00:00:07.6785040Z,2020-02-09T23:59:56.4178690Z,69.83,78.53,66.3,77.05,1815202.853,139474
2020-01-27T00:00:00.0000000Z,2020-02-03T00:00:00.0000000Z,2020-01-27T00:00:00.7435620Z,2020-02-02T23:59:56.9080000Z,56.09,73.4,55.79,69.85,2386117.188,156044
2020-01-20T00:00:00.0000000Z,2020-01-27T00:00:00.0000000Z,2020-01-20T00:00:04.3842470Z,2020-01-26T23:59:25.2365930Z,57.54,59.15,50.47,56.08,1081154.378,78519
2020-01-13T00:00:00.0000000Z,2020-01-20T00:00:00.0000000Z,2020-01-13T00:00:09.3395430Z,2020-01-19T23:59:36.4594080Z,51.41,63.31,48.85,57.57,2395405.692,163574
2020-01-06T00:00:00.0000000Z,2020-01-13T00:00:00.0000000Z,2020-01-06T00:00:05.5425730Z,2020-01-12T23:59:59.1414240Z,43.28,52.03,43.12,51.42,1758236.689,117287
2019-12-30T00:00:00.0000000Z,2020-01-06T00:00:00.0000000Z,2019-12-30T00:00:04.4290000Z,2020-01-05T23:59:48.7820000Z,43.09,44.56,38.61,43.27,819593.5335,63270
2019-12-23T00:00:00.0000000Z,2019-12-30T00:00:00.0000000Z,2019-12-23T00:00:01.7259290Z,2019-12-29T23:59:52.6200000Z,41.92,43.73,39.36,43.09,743369.2938,67914
2019-12-16T00:00:00.0000000Z,2019-12-23T00:00:00.0000000Z,2019-12-16T00:00:35.1097680Z,2019-12-22T23:59:39.2417520Z,43.43,43.52,35.8,41.93,1262189.148,118339
2019-12-09T00:00:00.0000000Z,2019-12-16T00:00:00.0000000Z,2019-12-09T00:00:32.1960000Z,2019-12-15T23:59:52.9608430Z,45.6,45.94,42.7,43.41,516220.6883,49944
2019-12-02T00:00:00.0000000Z,2019-12-09T00:00:00.0000000Z,2019-12-02T00:00:11.7420000Z,2019-12-08T23:59:47.4380000Z,47.5,47.66,43.62,45.63,932374.8049,66998
2019-11-25T00:00:00.0000000Z,2019-12-02T00:00:00.0000000Z,2019-11-25T00:00:00.1360000Z,2019-12-01T23:59:58.1410000Z,43.94,49.55,42.16,47.5,1335412.05,96023
2019-11-18T00:00:00.0000000Z,2019-11-25T00:00:00.0000000Z,2019-11-18T00:00:06.3060000Z,2019-11-24T23:59:59.1650000Z,59.19,59.33,43.55,43.93,1784665.629,125166
2019-11-11T00:00:00.0000000Z,2019-11-18T00:00:00.0000000Z,2019-11-11T00:00:18.2340000Z,2019-11-17T23:59:59.3110000Z,63.66,64.33,55,59.2,914703.7535,79466
2019-11-04T00:00:00.0000000Z,2019-11-11T00:00:00.0000000Z,2019-11-04T00:00:09.5480000Z,2019-11-10T23:59:41.8130000Z,58.36,66.29,57.93,63.66,1585495.641,120068
2019-10-28T00:00:00.0000000Z,2019-11-04T00:00:00.0000000Z,2019-10-28T00:00:05.1770000Z,2019-11-03T23:59:42.8430000Z,59.91,62.71,56.58,58.34,1130030.787,86056
2019-10-21T00:00:00.0000000Z,2019-10-28T00:00:00.0000000Z,2019-10-21T00:00:07.4980000Z,2019-10-27T23:59:58.5490000Z,54.96,64.4,47.16,59.91,2125850.001,132859
2019-10-14T00:00:00.0000000Z,2019-10-21T00:00:00.0000000Z,2019-10-14T00:00:17.4290000Z,2019-10-20T23:59:57.6270000Z,56.47,57.43,50.67,54.96,919135.6647,82588
2019-10-07T00:00:00.0000000Z,2019-10-14T00:00:00.0000000Z,2019-10-07T00:00:24.7860000Z,2019-10-13T23:59:57.0800000Z,54.45,60.19,53.25,56.48,900418.2696,77038
2019-09-30T00:00:00.0000000Z,2019-10-07T00:00:00.0000000Z,2019-09-30T00:00:08.9710000Z,2019-10-06T23:59:37.8450000Z,53.9,57.75,52.44,54.54,1089355.62,77647
2019-09-23T00:00:00.0000000Z,2019-09-30T00:00:00.0000000Z,2019-09-23T00:00:21.4400000Z,2019-09-29T23:59:57.5940000Z,72.25,74.12,50.2,53.91,2545587.372,168104
2019-09-16T00:00:00.0000000Z,2019-09-23T00:00:00.0000000Z,2019-09-16T00:00:09.7640000Z,2019-09-22T23:59:59.8650000Z,70.14,80.37,69.45,72.26,1576790.828,110537
2019-09-09T00:00:00.0000000Z,2019-09-16T00:00:00.0000000Z,2019-09-09T00:00:28.7430000Z,2019-09-15T23:59:57.3650000Z,70.43,73.24,67.1,70.14,764707.8128,73898
2019-09-02T00:00:00.0000000Z,2019-09-09T00:00:00.0000000Z,2019-09-02T00:00:26.3280000Z,2019-09-08T23:59:38.9090000Z,66.11,72.25,63.87,70.56,1210214.506,100794
2019-08-26T00:00:00.0000000Z,2019-09-02T00:00:00.0000000Z,2019-08-26T00:00:00.5740000Z,2019-09-01T23:59:54.3840000Z,72.13,75.57,62.04,66.1,1427332.249,122651
2019-08-19T00:00:00.0000000Z,2019-08-26T00:00:00.0000000Z,2019-08-19T00:00:04.3430000Z,2019-08-25T23:59:57.3520000Z,76.29,79.06,69.9,72.15,1242586.424,111646
2019-08-12T00:00:00.0000000Z,2019-08-19T00:00:00.0000000Z,2019-08-12T00:00:00.2670000Z,2019-08-18T23:59:26.8810000Z,89.81,89.95,70.24,76.34,1865224.393,167102
2019-08-05T00:00:00.0000000Z,2019-08-12T00:00:00.0000000Z,2019-08-05T00:00:03.7960000Z,2019-08-11T23:59:59.7290000Z,92.98,107.14,80.7,89.87,2416359.65,216738
2019-07-29T00:00:00.0000000Z,2019-08-05T00:00:00.0000000Z,2019-07-29T00:00:00.0860000Z,2019-08-04T23:59:55.9050000Z,90.02,102.8,87.25,92.95,1668943.576,156126
2019-07-22T00:00:00.0000000Z,2019-07-29T00:00:00.0000000Z,2019-07-22T00:00:04.7540000Z,2019-07-28T23:59:59.8950000Z,99.77,100.99,81.5,90.02,2436132.78,191497
2019-07-15T00:00:00.0000000Z,2019-07-22T00:00:00.0000000Z,2019-07-15T00:00:00.4420000Z,2019-07-21T23:59:59.3660000Z,89.72,106.05,76.5,99.76,4569007.647,346106
2019-07-08T00:00:00.0000000Z,2019-07-15T00:00:00.0000000Z,2019-07-08T00:00:04.4350000Z,2019-07-14T23:59:55.3690000Z,120.15,125.75,71,89.72,3635612.67,300801
2019-07-01T00:00:00.0000000Z,2019-07-08T00:00:00.0000000Z,2019-07-01T00:00:00.1020000Z,2019-07-07T23:59:53.3880000Z,122.03,127.49,111.2,120.18,2458853.902,228976
2019-06-24T00:00:00.0000000Z,2019-07-01T00:00:00.0000000Z,2019-06-24T00:00:01.8000000Z,2019-06-30T23:59:59.9600000Z,136.18,138.41,106.93,122,4977371.686,457068
2019-06-17T00:00:00.0000000Z,2019-06-24T00:00:00.0000000Z,2019-06-17T00:00:02.6280000Z,2019-06-23T23:59:59.2620000Z,137,146.08,128.75,136.18,2806363.09,252544
2019-06-10T00:00:00.0000000Z,2019-06-17T00:00:00.0000000Z,2019-06-10T00:00:06.7650000Z,2019-06-16T23:59:58.2110000Z,114.82,144.88,112.54,137,4222764.926,342130
2019-06-03T00:00:00.0000000Z,2019-06-10T00:00:00.0000000Z,2019-06-03T00:00:31.5680000Z,2019-06-09T23:59:35.5320000Z,114.68,121.57,97.05,114.83,3415118.295,269210
2019-05-27T00:00:00.0000000Z,2019-06-03T00:00:00.0000000Z,2019-05-27T00:00:02.3400000Z,2019-06-02T23:59:41.7810000Z,112.52,122.16,101.7,114.51,3458374.553,299268
2019-05-20T00:00:00.0000000Z,2019-05-27T00:00:00.0000000Z,2019-05-20T00:00:02.4030000Z,2019-05-26T23:59:49.9070000Z,95.03,114.81,84.73,112.56,2806614.991,239711
2019-05-13T00:00:00.0000000Z,2019-05-20T00:00:00.0000000Z,2019-05-13T00:00:12.6360000Z,2019-05-19T23:59:57.0000000Z,84.78,107.6,81.66,95,5044989.172,377577
2019-05-06T00:00:00.0000000Z,2019-05-13T00:00:00.0000000Z,2019-05-06T00:00:04.5700000Z,2019-05-12T23:59:51.7300000Z,74.81,96,70.55,84.79,3457587.751,252691
2019-04-29T00:00:00.0000000Z,2019-05-06T00:00:00.0000000Z,2019-04-29T00:00:07.0000000Z,2019-05-05T23:59:57.5710000Z,67.66,81.53,64.82,74.79,1534935.825,130193
2019-04-22T00:00:00.0000000Z,2019-04-29T00:00:00.0000000Z,2019-04-22T00:00:31.2360000Z,2019-04-28T23:59:57.0030000Z,77.27,79.77,66.68,67.91,1822697.41,147629
2019-04-15T00:00:00.0000000Z,2019-04-22T00:00:00.0000000Z,2019-04-15T00:00:12.2360000Z,2019-04-21T23:59:41.7240000Z,83.77,84.73,73.42,77.23,1571826.484,139033
2019-04-08T00:00:00.0000000Z,2019-04-15T00:00:00.0000000Z,2019-04-08T00:00:01.2520000Z,2019-04-14T23:59:59.2740000Z,91.9,94.79,75.25,83.77,2057604.32,184095
2019-04-01T00:00:00.0000000Z,2019-04-08T00:00:00.0000000Z,2019-04-01T00:00:05.2230000Z,2019-04-07T23:59:54.2660000Z,60.33,99.89,59.84,91.88,4939417.105,365166
2019-03-25T00:00:00.0000000Z,2019-04-01T00:00:00.0000000Z,2019-03-25T00:00:29.3930000Z,2019-03-31T23:59:27.8270000Z,59.46,61.58,56.98,60.35,956859.3136,83880
2019-03-18T00:00:00.0000000Z,2019-03-25T00:00:00.0000000Z,2019-03-18T00:00:23.2240000Z,2019-03-24T23:59:26.8220000Z,60.3,62.22,56.71,59.54,1189806.787,106206
2019-03-11T00:00:00.0000000Z,2019-03-18T00:00:00.0000000Z,2019-03-11T00:00:02.0000000Z,2019-03-17T23:59:34.4990000Z,56.37,62,51.37,60.28,1637423.059,136912
2019-03-04T00:00:00.0000000Z,2019-03-11T00:00:00.0000000Z,2019-03-04T00:00:02.3540000Z,2019-03-10T23:59:58.1500000Z,47.48,59.18,44.4,56.3,2713761.166,202732
2019-02-25T00:00:00.0000000Z,2019-03-04T00:00:00.0000000Z,2019-02-25T00:00:03.7010000Z,2019-03-03T23:59:58.8060000Z,43.57,49.75,42.33,47.49,1707282.679,120020
2019-02-18T00:00:00.0000000Z,2019-02-25T00:00:00.0000000Z,2019-02-18T00:00:03.2600000Z,2019-02-24T23:59:58.7850000Z,43.44,53.97,42.44,43.57,3470136.065,200983
2019-02-11T00:00:00.0000000Z,2019-02-18T00:00:00.0000000Z,2019-02-11T00:00:21.2870000Z,2019-02-17T23:59:31.2140000Z,46.53,46.91,37.5,43.45,2142296.098,130830
2019-02-04T00:00:00.0000000Z,2019-02-11T00:00:00.0000000Z,2019-02-04T00:00:02.8140000Z,2019-02-10T23:59:55.3000000Z,32.88,47.37,30.58,46.51,3159856.749,176771
2019-01-28T00:00:00.0000000Z,2019-02-04T00:00:00.0000000Z,2019-01-28T00:00:10.7200000Z,2019-02-03T23:59:58.8760000Z,32.02,34.7,29.81,32.87,1603227.234,103476
2019-01-21T00:00:00.0000000Z,2019-01-28T00:00:00.0000000Z,2019-01-21T00:00:00.5960000Z,2019-01-27T23:59:58.6400000Z,30.61,34.5,29.26,32.01,1185322.139,89586
2019-01-14T00:00:00.0000000Z,2019-01-21T00:00:00.0000000Z,2019-01-14T00:00:30.1520000Z,2019-01-20T23:59:59.5590000Z,29.91,37.5,29.74,30.61,1347562.221,110931
2019-01-07T00:00:00.0000000Z,2019-01-14T00:00:00.0000000Z,2019-01-07T00:00:02.1480000Z,2019-01-13T23:59:55.8740000Z,38.88,41.27,29.51,29.92,2526396.773,172459
2018-12-31T00:00:00.0000000Z,2019-01-07T00:00:00.0000000Z,2018-12-31T00:00:05.6270000Z,2019-01-06T23:59:57.8640000Z,31.56,40.2,28.73,38.88,2059299.629,156006
2018-12-24T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-24T00:00:04.1940000Z,2018-12-30T23:59:50.6580000Z,33.08,36.78,27.46,31.56,2568292.382,208866
2018-12-17T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-17T00:00:04.1420000Z,2018-12-23T23:59:57.1080000Z,25.21,33.99,25.12,33.07,3410436.201,240813
2018-12-10T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-10T00:00:30.7490000Z,2018-12-16T23:59:40.7230000Z,25.29,26.73,22,25.24,2042617.021,157368
2018-12-03T00:00:00.0000000Z,2018-12-10T00:00:00.0000000Z,2018-12-03T00:00:19.6810000Z,2018-12-09T23:59:52.0060000Z,33.34,33.45,22.17,25.3,3014094.685,233710
2018-11-26T00:00:00.0000000Z,2018-12-03T00:00:00.0000000Z,2018-11-26T00:00:22.3760000Z,2018-12-02T23:59:57.9540000Z,30.37,37,27.55,33.34,2617443.177,201404
2018-11-19T00:00:00.0000000Z,2018-11-26T00:00:00.0000000Z,2018-11-19T00:00:17.6060000Z,2018-11-25T23:59:45.7160000Z,41.87,41.87,26.31,30.43,3728744.875,280114
2018-11-12T00:00:00.0000000Z,2018-11-19T00:00:00.0000000Z,2018-11-12T00:00:07.4730000Z,2018-11-18T23:59:26.1270000Z,50.8,51.38,39.41,41.86,1570189.844,156588
2018-11-05T00:00:00.0000000Z,2018-11-12T00:00:00.0000000Z,2018-11-05T00:00:00.0000000Z,2018-11-11T23:59:55.0000000Z,54.01,56.53,49.33,50.65,763357.3023,100870
2018-10-29T00:00:00.0000000Z,2018-11-05T00:00:00.0000000Z,2018-10-29T00:00:07.0060000Z,2018-11-04T23:59:59.8920000Z,51.54,55.94,47.11,53.88,820974.1503,114715
2018-10-22T00:00:00.0000000Z,2018-10-29T00:00:00.0000000Z,2018-10-22T00:00:14.0000000Z,2018-10-28T23:59:46.3260000Z,52.16,52.76,51.1,51.53,452302.9691,74468
2018-10-15T00:00:00.0000000Z,2018-10-22T00:00:00.0000000Z,2018-10-15T00:00:00.5470000Z,2018-10-21T23:59:20.0690000Z,51.37,58.09,50.86,52.23,975722.1879,110130
2018-10-08T00:00:00.0000000Z,2018-10-15T00:00:00.0000000Z,2018-10-08T00:00:15.0000000Z,2018-10-14T23:59:57.4090000Z,57.88,59.81,49.72,51.36,1083496.406,131426
2018-10-01T00:00:00.0000000Z,2018-10-08T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-10-07T23:59:58.3720000Z,61.05,61.89,56.3,57.9,829257.9854,116913
2018-09-24T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-09-24T00:00:03.6990000Z,2018-09-30T23:59:51.4960000Z,61.3,65.6,54.33,61.05,1748317.701,191931
2018-09-17T00:00:00.0000000Z,2018-09-24T00:00:00.0000000Z,2018-09-17T00:00:22.1280000Z,2018-09-23T23:59:55.4840000Z,56.82,63.81,50.51,61.31,1619982.414,196907
2018-09-10T00:00:00.0000000Z,2018-09-17T00:00:00.0000000Z,2018-09-10T00:00:02.6370000Z,2018-09-16T23:59:42.2260000Z,54.56,59,47.04,56.78,1629605.905,215780
2018-09-03T00:00:00.0000000Z,2018-09-10T00:00:00.0000000Z,2018-09-03T00:00:08.3600000Z,2018-09-09T23:59:58.9990000Z,66.2,69.44,51.62,54.54,1654455.657,211311
2018-08-27T00:00:00.0000000Z,2018-09-03T00:00:00.0000000Z,2018-08-27T00:00:02.5610000Z,2018-09-02T23:59:57.9390000Z,57.11,68.17,56.58,66.23,1194228.68,186074
2018-08-20T00:00:00.0000000Z,2018-08-27T00:00:00.0000000Z,2018-08-20T00:00:14.2820000Z,2018-08-26T23:59:57.5720000Z,57.85,59.27,53.15,57.02,1168874.52,181457
2018-08-13T00:00:00.0000000Z,2018-08-20T00:00:00.0000000Z,2018-08-13T00:00:06.1960000Z,2018-08-19T23:59:48.6800000Z,59.43,62.6,49.33,57.85,2002481.163,277671
2018-08-06T00:00:00.0000000Z,2018-08-13T00:00:00.0000000Z,2018-08-06T00:00:08.8850000Z,2018-08-12T23:59:55.2440000Z,74.65,76.84,55.12,59.44,1772888.205,292814
2018-07-30T00:00:00.0000000Z,2018-08-06T00:00:00.0000000Z,2018-07-30T00:00:01.1790000Z,2018-08-05T23:59:40.9790000Z,83.94,84.82,72.01,74.65,972630.4137,231145
2018-07-23T00:00:00.0000000Z,2018-07-30T00:00:00.0000000Z,2018-07-23T00:00:30.1070000Z,2018-07-29T23:59:48.6350000Z,82.22,90.61,80.78,83.93,1052693.543,238749
2018-07-16T00:00:00.0000000Z,2018-07-23T00:00:00.0000000Z,2018-07-16T00:00:18.3120000Z,2018-07-22T23:59:58.3910000Z,78.51,94.48,77.58,82.22,1352226.524,309088
